total_return,cagr,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,profit_factor,n_trading_days,final_value
-0.1157,-0.0615,-0.481,-0.6354,-0.2755,-0.2232,0.5092,0.9493,488,876994.96
