total_return,cagr,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,profit_factor,n_trading_days,final_value
0.1936,0.0957,0.2321,0.3663,-0.1759,0.5439,0.4969,1.0841,488,1210654.94
