date,portfolio_value,returns,drawdown
2023-01-03,998049.5398814284,,0.0
2023-01-04,979859.0871255229,-0.018226001845626394,-0.018226001845626363
2023-01-05,967010.9916146346,-0.013112186925345548,-0.03109920602787032
2023-01-06,949508.8582677166,-0.018099208280657142,-0.04863554330126594
2023-01-09,973074.4758666032,0.02481874433681397,-0.025023872079328123
2023-01-10,963438.4842519687,-0.009902624982587094,-0.03467869504110145
2023-01-11,964421.751968504,0.0010205817315869226,-0.03369350575214874
2023-01-12,970550.7713978686,0.006355123592820755,-0.02755250855265828
2023-01-13,985660.3506493758,0.015568046203028763,-0.012413401075786692
2023-01-16,999983.2677165356,0.014531290680124709,0.0
2023-01-17,1009160.4330708664,0.009177318911832266,0.0
2023-01-18,1013027.9687596122,0.003832428979579472,0.0
2023-01-19,1008767.1419879587,-0.004206030734640653,-0.004206030734640623
2023-01-20,1000016.0753144997,-0.008675011614884154,-0.012844554984049196
2023-01-23,1014732.2834645673,0.014715971586196197,0.0
2023-01-24,1017288.7955312657,0.0025193956163194198,0.0
2023-01-25,1011454.7244094491,-0.0057349212410914285,-0.005734921241091382
2023-01-27,995820.7837202421,-0.015456886316226548,-0.021103163531661813
2023-01-30,1008701.6068105625,0.01293488075454663,-0.008441249680940975
2023-01-31,1005391.2401574806,-0.0032818096360023308,-0.011695356742400515
2023-02-01,1016764.3540750341,0.011312127521393656,-0.0005155285878850546
2023-02-02,1038166.8307086617,0.02104959379019311,0.0
2023-02-03,1048425.6065548878,0.009881625517955905,0.0
2023-02-06,1029055.200531727,-0.018475708626396137,-0.01847570862639618
2023-02-07,1024171.6695470137,-0.004745645308618984,-0.023133674775048883
2023-02-08,1042591.5354330712,0.017985135142631448,-0.005564601899592397
2023-02-09,1059962.5984251972,0.016661427224143432,0.0
2023-02-10,1054423.5556294601,-0.005225696457560325,-0.005225696457560373
2023-02-13,1027481.9561815639,-0.02555102198168635,-0.030643196554189997
2023-02-14,1044394.192913386,0.016459886842853377,-0.014687693259121939
2023-02-15,1046885.1698026885,0.0023850926270987394,-0.012337632140924587
2023-02-16,1049998.8509050508,0.002974233652530467,-0.0094000934891002
2023-02-17,1038199.6383066255,-0.01123735762972966,-0.02053181890653992
2023-02-20,1043869.7514571546,0.005461486347440259,-0.015182466807745801
2023-02-21,1035380.9055118114,-0.008132093044648125,-0.023191094619666022
2023-02-22,1023778.378464106,-0.011206046959085114,-0.034137261083410524
2023-02-23,1016502.1333469185,-0.007107246324251859,-0.04100188548430724
2023-02-24,1016469.4057674863,-3.2196272254148006e-05,-0.04103276164869343
2023-02-27,989364.0083853658,-0.02666622057518253,-0.066604793550943
2023-02-28,975106.6264956021,-0.014410653479331348,-0.08005562843034927
2023-03-01,980678.4768893028,0.005714093456348657,-0.07479898031655832
2023-03-02,965011.728602132,-0.01597541768925692,-0.08957945305252771
2023-03-03,969698.6540546572,0.0048568585371646655,-0.0851576692466758
2023-03-06,988151.2475201468,0.0190292039576756,-0.06774894794565547
2023-03-08,978482.4483075483,-0.009784736129072491,-0.0768707784960575
2023-03-09,970419.7010430767,-0.008240053031525973,-0.08447741223620131
2023-03-10,964618.437519224,-0.005978097433117946,-0.08995049546807356
2023-03-13,892748.0568487322,-0.07450653841463561,-0.15775513383670164
2023-03-14,883354.6528405515,-0.010521898016040532,-0.16661714842300557
2023-03-15,883136.9397685666,-0.0002464616802376751,-0.16682254536088648
2023-03-16,873463.5538641849,-0.010953438214142297,-0.1759487031316924
2023-03-17,883790.0789845211,0.011822502581420702,-0.16620635454724375
2023-03-20,828651.3255215725,-0.06238897083604211,-0.21822588197667298
2023-03-21,821006.1895039817,-0.00922599865845719,-0.2254385289407727
2023-03-22,820150.2040805374,-0.001042605323062773,-0.22624609085353836
2023-03-23,811472.0194819503,-0.01058121372818055,-0.2344333463392323
2023-03-24,815073.1684628343,0.004437798093374745,-0.2310359161032652
2023-03-27,819973.0688582084,0.006011608018719139,-0.22641320545040455
2023-03-28,813272.5579400038,-0.008171623157739671,-0.23273466521526756
2023-03-29,816785.2113745003,0.0043191589341142755,-0.22942072428969595
2023-03-31,842996.9003925909,0.032091287468318797,-0.2046918432357477
2023-04-03,832901.8502097017,-0.011975192528214329,-0.21421581153225894
2023-04-05,840399.3975636106,0.00900171773183267,-0.20714240406953513
2023-04-06,839425.2979703543,-0.0011590912559912292,-0.20806139837622434
2023-04-10,842790.2906763917,0.004008686316904653,-0.20488676494006652
2023-04-11,830127.2121583922,-0.01502518320166768,-0.21683348696291263
2023-04-12,843203.5821735675,0.015752248358628984,-0.20449685354339098
2023-04-13,820120.6575218904,-0.027375268724754598,-0.2262739659490285
2023-04-17,704958.3201776508,-0.14042121276669062,-0.33492151399962766
2023-04-18,705546.5380706615,0.0008344009513392425,-0.33436657187819374
2023-04-19,690335.8292881697,-0.021558760424345458,-0.34871680348550754
2023-04-20,685405.7002695375,-0.007141638619157065,-0.3533680327137435
2023-04-21,687618.6469713214,0.0032286669062040474,-0.35128027348047275
2023-04-24,687030.4290783106,-0.0008554420325883605,-0.3518352156019068
2023-04-25,686246.070164819,-0.001141665463848307,-0.35257520295113676
2023-04-26,687730.7373243785,0.0021634618019785723,-0.3511745241330679
2023-04-27,698207.3213297644,0.015233554990060849,-0.3412906055674966
2023-04-28,701848.9242093179,0.005215646940822438,-0.33785500992953366
2023-05-02,715686.98779583,0.01971658445170621,-0.3247997723135352
2023-05-03,711036.982075625,-0.0064972617911164265,-0.3291867249542355
2023-05-04,713502.0807796796,0.00346690645662151,-0.32686107807979203
2023-05-05,705406.4764214476,-0.011346293972100963,-0.3344987101719618
2023-05-08,709048.079301001,0.005162417699972721,-0.3310631145339989
2023-05-09,711905.323267063,0.004029690016054577,-0.3283675062452659
2023-05-10,707731.5134762888,-0.005862872006097475,-0.33230520159128596
2023-05-11,703725.7366308846,-0.005660023284434934,-0.33608436969717537
2023-05-12,697619.0350472764,-0.008677672658163993,-0.34184561220958193
2023-05-15,704986.291473807,0.010560572542335,-0.33489512505326513
2023-05-16,708319.7997587768,0.004728472489870628,-0.3317501949492006
2023-05-17,698571.4952956152,-0.013762575134115274,-0.3409470330995701
