total_return,cagr,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,profit_factor,n_trading_days,final_value
0.076,0.0385,0.022,0.0261,-0.3534,0.109,0.4969,1.0332,488,1073852.66
