date,portfolio_value,returns,drawdown
2023-01-03,991689.4294942786,,0.0
2023-01-04,976758.180370315,-0.01505637619993383,-0.01505637619993386
2023-01-05,975012.9374598563,-0.0017867707130919674,-0.016816244620986517
2023-01-06,983874.7666084951,0.009088934934264659,-0.007880151439920696
2023-01-09,1007105.4854127419,0.023611459092832687,0.0
2023-01-10,992213.0126257061,-0.01478740112405641,-0.0147874011240564
2023-01-11,979705.6948913403,-0.012605476420096018,-0.02720647530796867
2023-01-12,958549.7152785369,-0.021594219287609517,-0.04821319200173495
2023-01-13,908191.5831971255,-0.05253575404461763,-0.09821602964964346
2023-01-16,899542.515045034,-0.00952339606764907,-0.106804075566747
2023-01-17,912313.7241719129,0.014197449162521858,-0.0941229718374342
2023-01-18,910804.6835453588,-0.0016540808129613671,-0.09562136564862034
2023-01-19,909829.4194335713,-0.0010707719551806827,-0.09658974892714836
2023-01-20,899008.8358814466,-0.011892980509314866,-0.10733398943507298
2023-01-23,894463.4119801217,-0.005056039184384908,-0.11184734376305781
2023-01-24,889182.01316513,-0.005904544271184919,-0.11709148044137928
2023-01-25,876889.1877321346,-0.013824869656593686,-0.12929757564297326
2023-01-27,816380.6393778342,-0.06900364287851624,-0.18937921478676387
2023-01-30,824204.4633601948,0.009583549149724035,-0.18161059064988488
2023-01-31,822143.6951369875,-0.0025003118944609826,-0.1836568194243839
2023-02-01,817271.3354434642,-0.005926408877600653,-0.18849480289691598
2023-02-02,812748.1958648752,-0.005534440500271187,-0.1929860301259438
2023-02-03,813464.1894867643,0.0008809538126715033,-0.19227508809230412
2023-02-06,807334.3602206563,-0.0075354629562432995,-0.19836166924481943
2023-02-07,805395.9114239498,-0.0024010483044183406,-0.20028644159963593
2023-02-08,821480.0845323387,0.019970517456379788,-0.18431574802149786
2023-02-09,822912.0717761167,0.0017431795009288376,-0.18289386395421847
2023-02-10,816136.1852973803,-0.00823403460847505,-0.18962194415721673
2023-02-13,811490.8186785643,-0.005691901305813762,-0.1942345360714711
2023-02-14,830613.6687182504,0.023565084902409383,-0.17524660450256602
2023-02-15,849422.1282682216,0.022644052534068315,-0.1565708452872709
2023-02-16,848758.5176635728,-0.0007812494901702216,-0.1572297738843849
2023-02-17,852303.6561477983,0.004176851731614306,-0.1537096476060809
2023-02-20,843292.3913883874,-0.010572833630844158,-0.16265733470533028
2023-02-21,850173.1362878779,0.008159382166560425,-0.15582513589482477
2023-02-22,830893.0448101977,-0.022677841318138103,-0.17496919950776268
2023-02-23,826911.2887960306,-0.004792140262862232,-0.17892286282490297
2023-02-24,832569.5785207035,0.0068426804680721265,-0.17330449433557438
2023-02-27,827033.5158362575,-0.006649369406797612,-0.17880149813967655
2023-02-28,811211.3502003431,-0.01913122664674094,-0.19451203280073046
2023-03-01,818668.4006757488,0.00919248784372173,-0.18710759445398703
2023-03-02,812433.8053751605,-0.007615531875228232,-0.19329820247955368
2023-03-03,833163.3451023655,0.02551535840834762,-0.1727149169871612
2023-03-06,841301.4671881669,0.009767738983766261,-0.16463421223112845
2023-03-08,844322.7754999911,0.0035912314784403154,-0.16163422031808072
2023-03-09,824029.760916454,-0.024034664434487207,-0.18178406050609283
2023-03-10,811263.7332175833,-0.015492192520659476,-0.19446001936420476
2023-03-13,797921.3999427973,-0.016446357366264208,-0.2077082177585546
2023-03-14,794935.1060287404,-0.0037425915814151,-0.2106734423127958
2023-03-15,741499.5058139893,-0.06722007848124789,-0.26373203546786295
2023-03-16,737803.6716340904,-0.004984270590769779,-0.2674017942304064
2023-03-17,736875.6362212178,-0.0012578351783166797,-0.268323282025195
2023-03-20,729633.1461566492,-0.009828646393723828,-0.2755146737606898
2023-03-21,752321.7927538812,0.031095964755363248,-0.2529861035901743
2023-03-22,754608.871807277,0.00304002765229483,-0.25071516068843996
2023-03-23,745062.776031275,-0.012650389006345963,-0.26019390538228865
2023-03-24,730312.6241396216,-0.019797193426066784,-0.27483998973521856
2023-03-27,741665.2107672563,0.015544831422035443,-0.26356749962165105
2023-03-28,745129.0580125818,0.004670365004369126,-0.26012809104380397
2023-03-29,740720.604859057,-0.005916361878683274,-0.264505441001061
2023-03-31,772657.0344791213,0.04311535201068306,-0.23279433418787962
2023-04-03,772789.5984417348,0.00017156895840964026,-0.23266270551091026
2023-04-05,770933.4399414111,-0.00240189374192723,-0.23450576815649096
2023-04-06,776104.2235545417,0.006707172558922281,-0.22937146625065694
2023-04-10,770601.9423602992,-0.007089616352095374,-0.23483492690491753
2023-04-11,774413.7700074849,0.004946558576676363,-0.23104999305002588
2023-04-12,777827.9057668303,0.004408671296369571,-0.22765994522604233
2023-04-13,780761.3218125451,0.003771291855134473,-0.22474722546807918
2023-04-17,784722.283917671,0.005073204825170485,-0.22081420935159704
2023-04-18,775739.6726573547,-0.011446866546813483,-0.2297334451123226
2023-04-19,779601.2117905206,0.004977880169436011,-0.22589915050356743
2023-04-20,777628.9721483317,-0.0025298057678222463,-0.2278574752974996
2023-04-21,778606.8067217628,0.0012574564586111947,-0.22688653969284414
2023-04-24,781590.021928036,0.0038314784568012072,-0.2239243721250142
2023-04-25,787572.8474867522,0.0076546851813150685,-0.21798375751673985
2023-04-26,782948.9778939806,-0.005871037336453444,-0.22257500407407205
2023-04-27,787904.3450678642,0.0063291061279788785,-0.21765459876831328
2023-04-28,802306.3850457896,0.018278919348623468,-0.20335417027643282
2023-05-02,809117.9983945754,0.008490040059193849,-0.19659061526909
2023-05-03,802173.8210831763,-0.008582403710185038,-0.20348579895340208
2023-05-04,811421.647943298,0.011528457569999429,-0.1943032187827344
2023-05-05,809349.985329149,-0.002553127118804288,-0.19636026508439355
2023-05-08,819343.6598281283,0.012347778686762956,-0.18643709949376674
2023-05-09,821879.2963114243,0.003094716670936304,-0.18391935282271482
2023-05-10,827530.7996381855,0.006876317912040131,-0.17830772285086036
2023-05-11,822127.941415903,-0.0065288907973513055,-0.18367246199739398
2023-05-12,823470.3268865211,0.0016328182062588237,-0.18233954753107282
2023-05-15,825094.4984522712,0.001972349837900067,-0.18072683507018844
2023-05-16,813344.176099507,-0.014241183736900087,-0.19239425474266553
2023-05-17,808537.9433835634,-0.005909223742146308,-0.19716657778683389
2023-05-18,806797.7783505266,-0.0021522366974574547,-0.19889446534006638
2023-05-19,809416.2673104559,0.003245533180920246,-0.19629445074590876
2023-05-22,813741.8679873472,0.005344099015040182,-0.19199936871175766
2023-05-23,813592.7335294071,-0.00018326998254247773,-0.19214745097334818
2023-05-24,808852.7827947703,-0.005825950182807849,-0.19685395967903174
2023-05-25,808753.3598228103,-0.00012291850145651484,-0.1969526811867587
2023-05-26,830812.283760339,0.027275217678677244,-0.1750493907598494
2023-05-29,835485.8648390906,0.00562531533308408,-0.1704087834486538
2023-05-30,835270.4483998438,-0.0002578337328165148,-0.17062268004872896
2023-05-31,818680.6646659041,-0.019861571501447517,-0.18709541699062004
2023-06-01,816476.4380891417,-0.0026924131372541016,-0.18928409196924856
2023-06-02,813808.1499686539,-0.0032680528132968956,-0.19193355437327297
2023-06-05,821116.9658518186,0.008981006006693493,-0.18467630477129185
2023-06-06,821813.0143301176,0.0008476849307053058,-0.1839851671611995
2023-06-07,828044.5726678912,0.007582696098884512,-0.1777975746716008
2023-06-08,828541.6875276916,0.0006003479476941465,-0.17730396713296573
2023-06-09,822674.8554362621,-0.007080913585574278,-0.18312940664889202
2023-06-12,823404.0449052146,0.0008863641135181677,-0.18240536186955728
2023-06-13,835568.7173157244,0.014773636935327517,-0.17032651552554762
