total_return,cagr,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,profit_factor,n_trading_days,final_value
-0.0625,-0.0328,-0.3732,-0.4357,-0.3023,-0.1084,0.5298,0.9681,488,942699.29
